Arup





File 221109 HPC_Full model v7-4 - v40 for Roof-v1.gwb
Exported 10/02/2023 14:29:48

GSA 10.1.63.64 64-bit Copyright © Oasys 1985-2022

Beam and Spring Forces and Moments
The force in an element at any point is the force required to maintain
equilibrium if the element is cut at that point and the end 2 part of the
element is discarded.  Thus:     +ve axial forces are tensile
Forces and moments are output in element axis directions
i.e. Fx: axial force;  Fy & Fz: shear forces;  Mxx: torsion;  Myy & Mzz: moments
Element axes for springs are as defined by the spring property axis no.
For Response Spectrum analysis cases only results calculated in the analysis are available and these are only available in the axes in which they were calculated.
e.g. element displacements are only available in global directions; 2D element stresses are only available in local directions; principal stresses are not reported.
For Response Spectrum analysis cases only the sum of Total Reactions are reported.
All components are enveloped.  Components are not coexistent.
Member list:  7416 7502 7526 7527 7528 7530 7531 7534 to 7537 7539 7540 7543 to 7553 7568 to 7576 7578 to 7604 7791 7794 7795 8022 8023 8024 8037 to 8043 8276 to 8279 9172 9239 9241 to 9251 9264 9265 9266 9281 9292 9293 9342 to 9345 9516 to 9525 9533 to 9543 9545 to 9557 9572 to 9575 9848 10035 to 10039 10041 to 10045 10052 to 10059 10066 10107 to 10118 10196 10197 10198 10201 to 10204 10296 10299 10323 10324 10329 10330 10851 to 10854 10875 10876 10877 10880 10885 11049 11050 11051 11082 to 11090 11115 to 11118 11124 11125 11130 11131 11136 to 11144 11480 11481 11509 to 11514 11537 11538 11539 11576 11577 11581 11582 11970 11971 11979 11980 49145 49146 49173 49174 49193 49196 49220 49223
Case list:  C94 : ENV
Refer to Combination Case and Envelope Details for details of enveloping permutations.

START_TABLE Beam and Spring Forces and Moments
,,,,,[kN],,[kN],,[kN],,[kNm],,[kNm],,[kNm],,[kN],,[kNm],
Memb,Case,Node,Pos,Env,Fx,Fx Perm,Fy,Fy Perm,Fz,Fz Perm,Mxx,Mxx Perm,Myy,Myy Perm,Mzz,Mzz Perm,|Fyz|,|Fyz| Perm,|Myz|,|Myz| Perm
8024,C94,,8.3%,Min,-134.1,P3,-0.9892,P3,-52.15,P24,-0.2898,P5,48.51,P3,-0.7636,P3,20.29,P2,48.51,P3
8024,C94,,16.7%,Max,103.1,P2,0.8334,P2,-18.92,P2,0.4950,P4,105.6,P24,0.5438,P2,50.33,P24,105.6,P24
8024,C94,,16.7%,Min,-134.1,P3,-0.9892,P3,-50.33,P24,-0.2898,P5,42.15,P3,-0.6312,P3,18.94,P2,42.16,P3
8024,C94,,25.0%,Max,103.1,P2,0.8334,P2,-17.57,P2,0.4950,P4,89.84,P22,0.4611,P2,48.50,P24,89.84,P22
8024,C94,,25.0%,Min,-134.1,P3,-0.9892,P3,-48.50,P24,-0.2898,P5,36.16,P57,-0.4987,P3,17.59,P2,36.16,P57
8024,C94,,33.3%,Max,103.1,P2,0.8334,P2,-16.22,P2,0.4950,P4,74.76,P22,0.3783,P2,46.67,P24,74.76,P22
8024,C94,,33.3%,Min,-134.1,P3,-0.9892,P3,-46.67,P24,-0.2898,P5,29.89,P57,-0.3662,P3,16.24,P2,29.89,P57
8024,C94,,33.3%,Max,113.9,P2,0.6041,P2,-13.88,P4,1.094,P22,64.00,P22,0.3826,P2,38.12,P24,64.00,P22
8024,C94,,33.3%,Min,-141.1,P3,-0.6824,P3,-38.12,P24,0.1290,P3,25.65,P57,-0.5335,P3,13.89,P4,25.65,P57
8024,C94,,41.7%,Max,113.9,P2,0.6041,P2,-12.52,P4,1.094,P22,52.26,P22,0.3847,P2,36.29,P24,52.26,P22
8024,C94,,41.7%,Min,-141.1,P3,-0.6824,P3,-36.29,P24,0.1290,P3,20.65,P3,-0.5106,P3,12.53,P4,20.66,P3
8024,C94,,50.0%,Max,113.9,P2,0.6041,P2,-11.17,P4,1.094,P22,41.10,P22,0.3868,P2,34.47,P24,41.10,P22
8024,C94,,50.0%,Min,-141.1,P3,-0.6824,P3,-34.47,P24,0.1290,P3,15.47,P3,-0.4877,P3,11.18,P4,15.48,P3
8024,C94,,58.3%,Max,113.9,P2,0.6041,P2,-9.819,P4,1.094,P22,30.52,P22,0.3888,P2,32.64,P24,30.52,P22
8024,C94,,58.3%,Min,-141.1,P3,-0.6824,P3,-32.64,P24,0.1290,P3,10.72,P3,-0.4648,P3,9.830,P4,10.73,P3
8024,C94,,66.7%,Max,113.9,P2,0.6041,P2,-8.466,P4,1.094,P22,20.53,P22,0.3909,P2,30.81,P24,20.53,P22
8024,C94,,66.7%,Min,-141.1,P3,-0.6824,P3,-30.81,P24,0.1290,P3,6.408,P3,-0.4419,P3,8.479,P4,6.423,P3
8024,C94,,66.7%,Max,124.3,P2,1.157,P2,-5.423,P4,1.058,P22,24.00,P22,0.4870,P2,24.16,P24,24.00,P22
8024,C94,,66.7%,Min,-146.6,P3,-1.242,P3,-24.16,P24,0.2072,P3,7.652,P3,-0.5718,P3,5.506,P4,7.673,P3
8024,C94,,75.0%,Max,124.3,P2,1.157,P2,-4.070,P4,1.058,P22,16.72,P22,0.6199,P2,22.33,P24,16.72,P22
8024,C94,,75.0%,Min,-146.6,P3,-1.242,P3,-22.33,P24,0.2072,P3,1.952,P5,-0.6776,P3,4.180,P4,2.034,P5
8024,C94,,83.3%,Max,124.3,P2,1.157,P2,-2.717,P4,1.058,P22,13.23,P4,0.7529,P2,20.51,P24,13.24,P4
8024,C94,,83.3%,Min,-146.6,P3,-1.242,P3,-20.51,P24,0.2072,P3,-3.474,P5,-0.7834,P3,2.879,P4,2.247,P3
8024,C94,,91.7%,Max,124.3,P2,1.157,P2,-1.364,P4,1.058,P22,12.39,P4,0.8858,P2,18.68,P24,12.41,P4
8024,C94,,91.7%,Min,-146.6,P3,-1.242,P3,-18.68,P24,0.2072,P3,-8.468,P5,-0.8892,P3,1.664,P4,0.6563,P48
8024,C94,7119,100.0%,Max,124.3,P2,1.157,P2,-0.01078,P4,1.058,P22,11.98,P4,1.019,P2,16.85,P24,13.05,P5
8024,C94,7119,100.0%,Min,-146.6,P3,-1.242,P3,-16.85,P24,0.2072,P3,-13.03,P5,-0.9950,P3,0.9528,P4,0.06757,P75
8037,C94,5218,0.0%,Max,128.4,P4,0.7390,P4,-3.228,P4,-0.5344,P56,24.01,P33,0.7814,P4,7.398,P5,24.01,P33
8037,C94,5218,0.0%,Min,-170.9,P5,-0.6489,P5,-7.369,P5,-1.234,P24,7.663,P5,-0.5783,P5,3.312,P4,7.685,P5
8037,C94,,12.5%,Max,128.4,P4,0.7390,P4,-1.391,P4,-0.5344,P56,22.24,P33,0.7238,P4,5.570,P5,22.24,P33
8037,C94,,12.5%,Min,-170.9,P5,-0.6489,P5,-5.532,P5,-1.234,P24,6.532,P5,-0.5598,P5,1.575,P4,6.556,P5
8037,C94,,25.0%,Max,128.4,P4,0.7390,P4,0.4459,P4,-0.5344,P56,21.55,P33,0.6661,P4,3.752,P5,21.55,P33
8037,C94,,25.0%,Min,-170.9,P5,-0.6489,P5,-3.695,P5,-1.234,P24,6.198,P5,-0.5412,P5,0.1474,P24,6.221,P5
8037,C94,,37.5%,Max,128.4,P4,0.7390,P4,2.428,P24,-0.5344,P56,21.93,P33,0.6085,P4,2.432,P24,21.93,P33
8037,C94,,37.5%,Min,-170.9,P5,-0.6489,P5,-1.858,P5,-1.234,P24,6.660,P5,-0.5227,P5,0.1231,P48,6.680,P5
8037,C94,,50.0%,Max,128.4,P4,0.7390,P4,4.908,P24,-0.5344,P56,23.38,P33,0.5509,P4,4.910,P24,23.38,P33
8037,C94,,50.0%,Min,-170.9,P5,-0.6489,P5,-0.02086,P5,-1.234,P24,7.918,P5,-0.5042,P5,0.5647,P3,7.934,P5
8037,C94,,50.0%,Max,120.3,P4,0.4939,P2,7.489,P24,-0.05935,P2,24.89,P33,0.4025,P2,7.490,P24,24.89,P33
8037,C94,,50.0%,Min,-161.3,P5,-0.3814,P3,0.5362,P5,-0.3529,P24,8.757,P5,-0.2231,P3,0.6011,P5,8.758,P5
8037,C94,,62.5%,Max,120.3,P4,0.4939,P2,9.969,P24,-0.05935,P2,28.57,P33,0.4151,P2,9.970,P24,28.57,P33
8037,C94,,62.5%,Min,-161.3,P5,-0.3814,P3,2.373,P5,-0.3529,P24,9.830,P5,-0.2845,P3,2.389,P5,9.832,P5
8037,C94,,75.0%,Max,120.3,P4,0.4939,P2,12.45,P24,-0.05935,P2,33.32,P33,0.4276,P2,12.45,P24,33.32,P33
8037,C94,,75.0%,Min,-161.3,P5,-0.3814,P3,4.210,P5,-0.3529,P24,11.70,P5,-0.3458,P3,4.219,P5,11.70,P5
8037,C94,,87.5%,Max,120.3,P4,0.4939,P2,14.93,P24,-0.05935,P2,39.19,P6,0.4402,P2,14.93,P24,39.19,P6
8037,C94,,87.5%,Min,-161.3,P5,-0.3814,P3,6.047,P5,-0.3529,P24,14.37,P5,-0.4071,P3,6.054,P5,14.37,P5
8037,C94,5217,100.0%,Max,120.3,P4,0.4939,P2,17.41,P24,-0.05935,P2,46.16,P6,0.4527,P2,17.41,P24,46.16,P6
8037,C94,5217,100.0%,Min,-161.3,P5,-0.3814,P3,7.884,P5,-0.3529,P24,17.83,P5,-0.4685,P3,7.889,P5,17.84,P5
8038,C94,6034,0.0%,Max,18.16,P4,5.784,P4,178.8,P6,2.497,P2,-8.172,P80,5.669,P4,178.8,P6,23.02,P24
8038,C94,6034,0.0%,Min,-10.43,P5,-5.293,P5,66.41,P5,-0.2348,P3,-23.01,P24,-5.318,P5,66.62,P5,8.174,P75
8038,C94,,12.5%,Max,18.16,P4,5.784,P4,184.0,P6,2.497,P2,51.25,P6,5.089,P4,184.0,P6,51.25,P6
8038,C94,,12.5%,Min,-10.43,P5,-5.293,P5,70.26,P5,-0.2348,P3,16.94,P5,-4.939,P5,70.46,P5,17.64,P5
8038,C94,,25.0%,Max,18.16,P4,5.784,P4,189.2,P6,2.497,P2,127.6,P6,4.509,P4,189.2,P6,127.6,P6
8038,C94,,25.0%,Min,-10.43,P5,-5.293,P5,74.11,P5,-0.2348,P3,46.73,P5,-4.560,P5,74.30,P5,46.95,P5
8038,C94,,37.5%,Max,18.16,P4,5.784,P4,194.4,P6,2.497,P2,206.1,P6,3.930,P4,194.4,P6,206.1,P6
8038,C94,,37.5%,Min,-10.43,P5,-5.293,P5,77.96,P5,-0.2348,P3,78.10,P5,-4.181,P5,78.14,P5,78.21,P5
8038,C94,,50.0%,Max,18.16,P4,5.784,P4,199.6,P6,2.497,P2,286.7,P6,3.350,P4,199.6,P6,286.7,P6
8038,C94,,50.0%,Min,-10.43,P5,-5.293,P5,81.82,P5,-0.2348,P3,111.0,P5,-3.802,P5,81.99,P5,111.1,P5
8038,C94,,50.0%,Max,24.56,P4,24.12,P4,270.5,P6,4.087,P25,320.0,P6,15.98,P4,270.5,P6,320.0,P6
8038,C94,,50.0%,Min,-15.29,P5,-22.47,P5,111.2,P5,0.2017,P5,124.7,P5,-15.01,P5,113.4,P5,125.6,P5
8038,C94,,62.5%,Max,24.56,P4,24.12,P4,275.7,P6,4.087,P25,431.7,P6,17.43,P4,275.7,P6,431.7,P6
8038,C94,,62.5%,Min,-15.29,P5,-22.47,P5,115.0,P5,0.2017,P5,171.0,P5,-17.13,P5,117.2,P5,171.9,P5
8038,C94,,75.0%,Max,24.56,P4,24.12,P4,280.9,P6,4.087,P25,545.6,P6,18.88,P4,280.9,P6,545.6,P6
8038,C94,,75.0%,Min,-15.29,P5,-22.47,P5,118.9,P5,0.2017,P5,218.9,P5,-19.25,P5,121.0,P5,219.7,P5
8038,C94,,87.5%,Max,24.56,P4,24.12,P4,286.1,P6,4.087,P25,661.6,P6,20.33,P4,286.1,P6,661.6,P6
8038,C94,,87.5%,Min,-15.29,P5,-22.47,P5,122.7,P5,0.2017,P5,268.3,P5,-21.38,P5,124.8,P5,269.2,P5
8038,C94,4892,100.0%,Max,24.56,P4,24.12,P4,291.3,P6,4.087,P25,779.8,P6,21.77,P4,291.3,P6,779.8,P6
8038,C94,4892,100.0%,Min,-15.29,P5,-22.47,P5,126.6,P5,0.2017,P5,319.4,P5,-23.50,P5,128.6,P5,320.2,P5
8039,C94,5220,0.0%,Max,134.5,P4,0.5962,P4,-5.708,P4,0.3943,P8,35.59,P33,0.5767,P4,12.01,P21,35.59,P33
8039,C94,5220,0.0%,Min,-181.3,P5,-0.7347,P5,-12.01,P21,0.1185,P5,12.95,P5,-0.8388,P5,5.739,P4,12.98,P5
8039,C94,,12.5%,Max,134.5,P4,0.5962,P4,-3.882,P4,0.3943,P8,31.04,P33,0.5411,P4,9.801,P5,31.04,P33
8039,C94,,12.5%,Min,-181.3,P5,-0.7347,P5,-9.774,P5,0.1185,P5,10.68,P5,-0.7436,P5,3.927,P4,10.71,P5
8039,C94,,25.0%,Max,134.5,P4,0.5962,P4,-2.055,P4,0.3943,P8,27.56,P32,0.5056,P4,7.982,P5,27.56,P32
8039,C94,,25.0%,Min,-181.3,P5,-0.7347,P5,-7.948,P5,0.1185,P5,9.200,P5,-0.6483,P5,2.140,P4,9.223,P5
8039,C94,,37.5%,Max,134.5,P4,0.5962,P4,-0.2294,P4,0.3943,P8,25.17,P8,0.4700,P4,6.166,P5,25.17,P8
8039,C94,,37.5%,Min,-181.3,P5,-0.7347,P5,-6.122,P5,0.1185,P5,8.505,P5,-0.5531,P5,0.6388,P4,8.523,P5
8039,C94,,50.0%,Max,134.5,P4,0.5962,P4,1.597,P4,0.3943,P8,23.93,P6,0.4345,P4,4.358,P5,23.93,P6
8039,C94,,50.0%,Min,-181.3,P5,-0.7347,P5,-4.296,P5,0.1185,P5,8.598,P5,-0.4578,P5,0.9023,P2,8.610,P5
8039,C94,,50.0%,Max,122.2,P4,0.1476,P2,5.231,P24,1.259,P24,28.34,P8,0.08198,P4,5.232,P24,28.34,P8
8039,C94,,50.0%,Min,-166.9,P5,-0.2418,P3,-0.9931,P5,0.4608,P57,10.35,P5,-0.2528,P5,0.04357,P69,10.35,P5
8039,C94,,62.5%,Max,122.2,P4,0.1476,P2,7.696,P24,1.259,P24,31.05,P8,0.1143,P4,7.697,P24,31.05,P8
8039,C94,,62.5%,Min,-166.9,P5,-0.2418,P3,0.8330,P5,0.4608,P57,10.87,P5,-0.2446,P5,0.8507,P5,10.87,P5
8039,C94,,75.0%,Max,122.2,P4,0.1476,P2,10.16,P24,1.259,P24,34.87,P25,0.1493,P2,10.16,P24,34.87,P25
8039,C94,,75.0%,Min,-166.9,P5,-0.2418,P3,2.659,P5,0.4608,P57,12.18,P5,-0.2390,P3,2.665,P5,12.18,P5
8039,C94,,87.5%,Max,122.2,P4,0.1476,P2,12.63,P24,1.259,P24,39.77,P25,0.1854,P2,12.63,P24,39.77,P25
8039,C94,,87.5%,Min,-166.9,P5,-0.2418,P3,4.485,P5,0.4608,P57,14.27,P5,-0.2345,P3,4.488,P5,14.28,P5
8039,C94,5215,100.0%,Max,122.2,P4,0.1476,P2,15.09,P24,1.259,P24,45.74,P25,0.2216,P2,15.09,P24,45.74,P25
8039,C94,5215,100.0%,Min,-166.9,P5,-0.2418,P3,6.311,P5,0.4608,P57,17.16,P5,-0.2300,P3,6.314,P5,17.16,P5
8040,C94,5214,0.0%,Max,43.19,P2,1.858,P2,172.1,P24,9.149,P33,-17.08,P57,1.992,P2,172.1,P24,42.62,P24
8040,C94,5214,0.0%,Min,-31.81,P3,-1.744,P3,71.27,P3,2.743,P3,-42.62,P24,-1.590,P3,71.30,P3,17.08,P57
8040,C94,,8.3%,Max,43.19,P2,1.858,P2,176.5,P24,9.149,P33,19.36,P2,1.767,P2,176.5,P24,19.44,P2
8040,C94,,8.3%,Min,-31.81,P3,-1.744,P3,74.50,P3,2.743,P3,1.057,P3,-1.403,P3,74.52,P3,1.757,P3
8040,C94,,16.7%,Max,43.19,P2,1.858,P2,180.8,P24,9.149,P33,78.31,P24,1.541,P2,180.8,P24,78.31,P24
8040,C94,,16.7%,Min,-31.81,P3,-1.744,P3,77.73,P3,2.743,P3,29.18,P3,-1.216,P3,77.74,P3,29.20,P3
8040,C94,,25.0%,Max,43.19,P2,1.858,P2,185.2,P24,9.149,P33,141.0,P24,1.315,P2,185.2,P24,141.0,P24
8040,C94,,25.0%,Min,-31.81,P3,-1.744,P3,80.95,P3,2.743,P3,58.41,P3,-1.029,P3,80.97,P3,58.42,P3
8040,C94,,33.3%,Max,43.19,P2,1.858,P2,189.6,P24,9.149,P33,205.2,P24,1.090,P2,189.6,P24,205.2,P24
8040,C94,,33.3%,Min,-31.81,P3,-1.744,P3,84.18,P3,2.743,P3,88.74,P3,-0.8425,P3,84.19,P3,88.74,P3
8040,C94,,33.3%,Max,53.41,P2,9.292,P4,291.3,P24,-2.448,P2,230.2,P24,7.392,P4,291.3,P24,230.2,P24
8040,C94,,33.3%,Min,-38.99,P3,-7.600,P5,125.6,P3,-9.154,P24,99.58,P3,-6.054,P5,125.8,P3,99.67,P3
8040,C94,,41.7%,Max,53.41,P2,9.292,P4,295.7,P24,-2.448,P2,330.8,P24,6.639,P4,295.7,P24,330.8,P24
8040,C94,,41.7%,Min,-38.99,P3,-7.600,P5,128.9,P3,-9.154,P24,143.2,P3,-5.881,P5,129.0,P3,143.2,P3
8040,C94,,50.0%,Max,53.41,P2,9.292,P4,300.0,P24,-2.448,P2,432.8,P24,5.886,P4,300.0,P24,432.8,P24
8040,C94,,50.0%,Min,-38.99,P3,-7.600,P5,132.1,P3,-9.154,P24,187.9,P3,-5.708,P5,132.2,P3,187.9,P3
8040,C94,,58.3%,Max,53.41,P2,9.292,P4,304.4,P24,-2.448,P2,536.3,P24,5.133,P4,304.4,P24,536.3,P24
8040,C94,,58.3%,Min,-38.99,P3,-7.600,P5,135.3,P3,-9.154,P24,233.7,P3,-5.535,P5,135.4,P3,233.7,P3
8040,C94,,66.7%,Max,53.41,P2,9.292,P4,308.8,P24,-2.448,P2,641.4,P24,4.380,P4,308.8,P24,641.4,P24
8040,C94,,66.7%,Min,-38.99,P3,-7.600,P5,138.5,P3,-9.154,P24,280.6,P3,-5.362,P5,138.7,P3,280.6,P3
8040,C94,,66.7%,Max,69.81,P4,38.47,P4,391.6,P24,-2.585,P2,683.8,P24,20.72,P4,391.6,P24,683.8,P24
8040,C94,,66.7%,Min,-59.36,P57,-33.56,P5,172.3,P69,-8.985,P24,299.3,P3,-17.82,P5,172.3,P69,299.5,P3
8040,C94,,75.0%,Max,69.81,P4,38.47,P4,396.0,P24,-2.585,P2,818.7,P24,22.59,P4,396.0,P24,818.7,P24
8040,C94,,75.0%,Min,-59.36,P57,-33.56,P5,175.5,P69,-8.985,P24,359.5,P3,-21.37,P5,175.6,P69,359.8,P3
8040,C94,,83.3%,Max,69.81,P4,38.47,P4,400.3,P24,-2.585,P2,955.1,P24,24.45,P4,400.4,P24,955.1,P24
8040,C94,,83.3%,Min,-59.36,P57,-33.56,P5,178.7,P69,-8.985,P24,420.8,P3,-24.91,P5,178.8,P69,421.2,P3
8040,C94,,91.7%,Max,69.81,P4,38.47,P4,404.7,P24,-2.585,P2,1093.,P24,26.32,P4,404.7,P24,1093.,P24
8040,C94,,91.7%,Min,-59.36,P57,-33.56,P5,182.0,P69,-8.985,P24,483.2,P3,-28.46,P5,182.0,P69,483.7,P3
8040,C94,4990,100.0%,Max,69.81,P4,38.47,P4,409.0,P24,-2.585,P2,1232.,P24,28.18,P4,409.1,P24,1232.,P24
8040,C94,4990,100.0%,Min,-59.36,P57,-33.56,P5,185.2,P69,-8.985,P24,546.8,P3,-32.00,P5,185.2,P69,547.2,P3
8041,C94,5216,0.0%,Max,18.33,P4,5.108,P4,181.1,P33,-0.3050,P4,-8.741,P57,5.320,P4,181.1,P33,24.58,P24
8041,C94,5216,0.0%,Min,-11.36,P5,-5.572,P5,67.65,P5,-2.897,P33,-24.58,P24,-5.653,P5,67.88,P5,8.754,P69
8041,C94,,12.5%,Max,18.33,P4,5.108,P4,186.4,P33,-0.3050,P4,51.67,P33,4.887,P4,186.4,P33,51.67,P33
8041,C94,,12.5%,Min,-11.36,P5,-5.572,P5,71.55,P5,-2.897,P33,16.97,P5,-5.028,P5,71.77,P5,17.70,P5
8041,C94,,25.0%,Max,18.33,P4,5.108,P4,191.6,P33,-0.3050,P4,130.0,P33,4.454,P4,191.6,P33,130.0,P33
8041,C94,,25.0%,Min,-11.36,P5,-5.572,P5,75.45,P5,-2.897,P33,47.74,P5,-4.402,P5,75.66,P5,47.95,P5
8041,C94,,37.5%,Max,18.33,P4,5.108,P4,196.9,P33,-0.3050,P4,210.5,P33,4.022,P4,196.9,P33,210.5,P33
8041,C94,,37.5%,Min,-11.36,P5,-5.572,P5,79.35,P5,-2.897,P33,80.13,P5,-3.777,P5,79.55,P5,80.22,P5
8041,C94,,50.0%,Max,18.33,P4,5.108,P4,202.2,P33,-0.3050,P4,293.2,P33,3.589,P4,202.2,P33,293.2,P33
8041,C94,,50.0%,Min,-11.36,P5,-5.572,P5,83.25,P5,-2.897,P33,114.1,P5,-3.152,P5,83.44,P5,114.2,P5
8041,C94,,50.0%,Max,20.67,P4,22.37,P4,270.9,P33,-0.2781,P4,326.3,P33,15.18,P4,270.9,P33,326.3,P33
8041,C94,,50.0%,Min,-17.20,P5,-24.41,P5,111.6,P5,-3.932,P33,127.7,P5,-16.34,P5,114.2,P5,128.7,P5
8041,C94,,62.5%,Max,20.67,P4,22.37,P4,276.2,P33,-0.2781,P4,439.7,P33,17.42,P4,276.2,P33,439.7,P33
8041,C94,,62.5%,Min,-17.20,P5,-24.41,P5,115.5,P5,-3.932,P33,174.8,P5,-17.73,P5,118.0,P5,175.7,P5
8041,C94,,75.0%,Max,20.67,P4,22.37,P4,281.5,P33,-0.2781,P4,555.2,P33,19.65,P4,281.5,P33,555.2,P33
8041,C94,,75.0%,Min,-17.20,P5,-24.41,P5,119.4,P5,-3.932,P33,223.5,P5,-19.13,P5,121.9,P5,224.3,P5
8041,C94,,87.5%,Max,20.67,P4,22.37,P4,286.7,P33,-0.2781,P4,673.0,P33,21.89,P4,286.7,P33,673.0,P33
8041,C94,,87.5%,Min,-17.20,P5,-24.41,P5,123.3,P5,-3.932,P33,273.8,P5,-20.52,P5,125.7,P5,274.5,P5
8041,C94,4889,100.0%,Max,20.67,P4,22.37,P4,292.0,P33,-0.2781,P4,792.9,P33,24.12,P4,292.0,P33,792.9,P33
8041,C94,4889,100.0%,Min,-17.20,P5,-24.41,P5,127.2,P5,-3.932,P33,325.7,P5,-21.91,P5,129.5,P5,326.4,P5
8042,C94,5215,0.0%,Max,112.6,P4,0.2986,P4,-19.46,P4,-3.973,P77,43.83,P24,0.3536,P4,43.97,P24,43.83,P24
8042,C94,5215,0.0%,Min,-157.3,P5,-0.3402,P5,-43.97,P24,-10.06,P22,15.94,P5,-0.4566,P5,19.47,P4,15.94,P5
8042,C94,,8.3%,Max,112.6,P4,0.2986,P4,-17.77,P4,-3.973,P77,26.65,P25,0.3067,P4,41.68,P24,26.65,P25
8042,C94,,8.3%,Min,-157.3,P5,-0.3402,P5,-41.68,P24,-10.06,P22,7.512,P5,-0.3930,P5,17.77,P4,7.522,P5
8042,C94,,16.7%,Max,112.6,P4,0.2986,P4,-16.07,P4,-3.973,P77,10.40,P25,0.2598,P4,39.38,P24,10.40,P25
8042,C94,,16.7%,Min,-157.3,P5,-0.3402,P5,-39.38,P24,-10.06,P22,-0.2327,P5,-0.3294,P5,16.07,P4,0.3861,P3
8042,C94,,25.0%,Max,112.6,P4,0.2986,P4,-14.37,P4,-3.973,P77,0.8481,P2,0.2294,P2,37.09,P24,7.744,P3
8042,C94,,25.0%,Min,-157.3,P5,-0.3402,P5,-37.09,P24,-10.06,P22,-7.739,P3,-0.2824,P3,14.37,P4,0.4571,P4
8042,C94,,33.3%,Max,112.6,P4,0.2986,P4,-12.67,P4,-3.973,P77,-6.913,P2,0.2108,P2,34.79,P24,19.44,P22
8042,C94,,33.3%,Min,-157.3,P5,-0.3402,P5,-34.79,P24,-10.06,P22,-19.44,P22,-0.2471,P3,12.67,P4,6.916,P2
8042,C94,,33.3%,Max,99.27,P4,0.2801,P4,0.4861,P4,0.1110,P2,-13.73,P2,0.2630,P4,2.613,P5,33.73,P22
8042,C94,,33.3%,Min,-146.8,P5,-0.3647,P5,-2.587,P5,-0.1137,P3,-33.73,P22,-0.4403,P5,0.2223,P21,13.73,P2
8042,C94,,41.7%,Max,99.27,P4,0.2801,P4,2.185,P4,0.1110,P2,-13.82,P2,0.2438,P4,2.203,P4,33.66,P22
8042,C94,,41.7%,Min,-146.8,P5,-0.3647,P5,-0.8878,P5,-0.1137,P3,-33.66,P22,-0.3872,P5,0.05507,P37,13.82,P2
8042,C94,,50.0%,Max,99.27,P4,0.2801,P4,4.367,P21,0.1110,P2,-13.24,P2,0.2247,P4,4.367,P21,32.72,P24
8042,C94,,50.0%,Min,-146.8,P5,-0.3647,P5,0.8116,P5,-0.1137,P3,-32.72,P24,-0.3342,P5,0.8898,P5,13.24,P2
8042,C94,,58.3%,Max,99.27,P4,0.2801,P4,6.661,P21,0.1110,P2,-11.97,P2,0.2056,P4,6.661,P21,30.87,P24
8042,C94,,58.3%,Min,-146.8,P5,-0.3647,P5,2.511,P5,-0.1137,P3,-30.87,P24,-0.2811,P5,2.537,P5,11.97,P2
8042,C94,,66.7%,Max,99.27,P4,0.2801,P4,8.955,P21,0.1110,P2,-10.02,P2,0.1865,P4,8.955,P21,28.10,P24
8042,C94,,66.7%,Min,-146.8,P5,-0.3647,P5,4.210,P5,-0.1137,P3,-28.10,P24,-0.2280,P5,4.226,P5,10.02,P2
8042,C94,,66.7%,Max,85.49,P4,0.8264,P2,52.77,P33,12.42,P33,-5.526,P2,0.6358,P4,52.77,P33,20.60,P24
8042,C94,,66.7%,Min,-134.3,P5,-0.6994,P3,19.51,P5,4.962,P46,-20.60,P24,-0.6560,P5,19.51,P5,5.556,P2
8042,C94,,75.0%,Max,85.49,P4,0.8264,P2,55.06,P33,12.42,P33,7.890,P4,0.5780,P2,55.06,P33,7.908,P4
8042,C94,,75.0%,Min,-134.3,P5,-0.6994,P3,21.21,P5,4.962,P46,-5.927,P5,-0.6491,P3,21.21,P5,0.01423,P85
8042,C94,,83.3%,Max,85.49,P4,0.8264,P2,57.36,P33,12.42,P33,25.13,P33,0.5758,P2,57.36,P33,25.13,P33
8042,C94,,83.3%,Min,-134.3,P5,-0.6994,P3,22.91,P5,4.962,P46,3.394,P5,-0.6979,P3,22.91,P5,3.441,P5
8042,C94,,91.7%,Max,85.49,P4,0.8264,P2,59.65,P33,12.42,P33,48.60,P33,0.5737,P2,59.65,P33,48.60,P33
8042,C94,,91.7%,Min,-134.3,P5,-0.6994,P3,24.61,P5,4.962,P46,13.40,P5,-0.7468,P3,24.61,P5,13.41,P5
8042,C94,5216,100.0%,Max,85.49,P4,0.8264,P2,61.94,P33,12.42,P33,72.98,P33,0.5716,P2,61.94,P33,72.98,P33
8042,C94,5216,100.0%,Min,-134.3,P5,-0.6994,P3,26.31,P5,4.962,P46,24.08,P5,-0.7956,P3,26.31,P5,24.09,P5
8043,C94,7390,0.0%,Max,243.9,P2,11.06,P12,-71.41,P53,14.21,P27,364.0,P22,10.10,P12,171.6,P32,364.0,P22
8043,C94,7390,0.0%,Min,-713.9,P3,1.126,P51,-171.4,P32,4.210,P60,104.7,P5,0.8531,P51,71.71,P53,104.7,P5
8043,C94,,3.6%,Max,243.9,P2,11.06,P12,-69.42,P53,14.21,P27,304.2,P22,6.210,P12,168.9,P32,304.2,P22
8043,C94,,3.6%,Min,-713.9,P3,1.126,P51,-168.7,P32,4.210,P60,76.69,P5,0.4573,P51,69.73,P53,76.70,P5
8043,C94,,7.1%,Max,243.9,P2,11.06,P12,-67.44,P53,14.21,P27,245.4,P22,3.352,P2,166.2,P32,245.4,P22
